"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"54075","99999","Pocahontas WV","[not in a CBSA]",7869,0.0004,1 
"54077","34060","Preston WV","Morgantown, WV",34216,0.2443,1 
"54079","26580","Putnam WV","Huntington-Ashland, WV-KY-OH",57440,0.1596,1 
"54081","13220","Raleigh WV","Beckley, WV",74591,0.6482,1 
"54083","21180","Randolph WV","Elkins, WV",27932,1,1 
"54085","99999","Ritchie WV","[not in a CBSA]",8444,0.0005,1 
"54087","99999","Roane WV","[not in a CBSA]",14028,0.0008,1 
"54089","99999","Summers WV","[not in a CBSA]",11959,0.0007,1 
"54091","17220","Taylor WV","Clarksburg, WV",16705,0.1847,1 
"54093","99999","Tucker WV","[not in a CBSA]",6762,0.0004,1 
"54095","99999","Tyler WV","[not in a CBSA]",8313,0.0005,1 
"54097","99999","Upshur WV","[not in a CBSA]",23816,0.0013,1 
"54099","26580","Wayne WV","Huntington-Ashland, WV-KY-OH",38982,0.1083,1 
"54101","99999","Webster WV","[not in a CBSA]",8378,0.0005,1 
"54103","99999","Wetzel WV","[not in a CBSA]",14442,0.0008,1 
"54105","37620","Wirt WV","Parkersburg-Vienna, WV",5194,0.058,1 
"54107","37620","Wood WV","Parkersburg-Vienna, WV",84296,0.942,1 
"54109","99999","Wyoming WV","[not in a CBSA]",21382,0.0012,1 
"55001","99999","Adams WI","[not in a CBSA]",20654,0.0011,1 
"55003","99999","Ashland WI","[not in a CBSA]",16027,0.0009,1 
"55005","99999","Barron WI","[not in a CBSA]",46711,0.0026,1 
"55007","99999","Bayfield WI","[not in a CBSA]",16220,0.0009,1 
"55009","24580","Brown WI","Green Bay, WI",268740,0.8187,1 
"55011","99999","Buffalo WI","[not in a CBSA]",13317,0.0007,1 
"55013","99999","Burnett WI","[not in a CBSA]",16526,0.0009,1 
"55015","11540","Calumet WI","Appleton, WI",52442,0.2157,1 
"55017","20740","Chippewa WI","Eau Claire, WI",66297,0.3854,1 
"55019","99999","Clark WI","[not in a CBSA]",34659,0.0019,1 
"55021","31540","Columbia WI","Madison, WI",58490,0.0859,1 
"55023","99999","Crawford WI","[not in a CBSA]",16113,0.0009,1 
"55025","31540","Dane WI","Madison, WI",561504,0.8248,1 
"55027","13180","Dodge WI","Beaver Dam, WI",89396,1,1 
"55029","99999","Door WI","[not in a CBSA]",30066,0.0017,1 
"55031","20260","Douglas WI","Duluth, MN-WI",44295,0.1519,1 
"55033","32860","Dunn WI","Menomonie, WI",45440,1,1 
"55035","20740","Eau Claire WI","Eau Claire, WI",105710,0.6146,1 
"55037","27020","Florence WI","Iron Mountain, MI-WI",4558,0.1494,1 
"55039","22540","Fond du Lac WI","Fond du Lac, WI",104154,1,1 
"55041","99999","Forest WI","[not in a CBSA]",9179,0.0005,1 
"55043","38420","Grant WI","Platteville, WI",51938,1,1 
"55045","31540","Green WI","Madison, WI",37093,0.0545,1 
"55047","99999","Green Lake WI","[not in a CBSA]",19018,0.0011,1 
"55049","31540","Iowa WI","Madison, WI",23709,0.0348,1 
"55051","99999","Iron WI","[not in a CBSA]",6137,0.0003,1 
"55053","99999","Jackson WI","[not in a CBSA]",21145,0.0012,1 
"55055","48020","Jefferson WI","Watertown-Fort Atkinson, WI",84900,1,1 
"55057","99999","Juneau WI","[not in a CBSA]",26718,0.0015,1 
"55059","16980","Kenosha WI","Chicago-Naperville-Elgin, IL-IN-WI",169151,0.0176,1 
"55061","24580","Kewaunee WI","Green Bay, WI",20563,0.0626,1 
"55063","29100","La Crosse WI","La Crosse-Onalaska, WI-MN",120784,0.865,1 
"55065","99999","Lafayette WI","[not in a CBSA]",16611,0.0009,1 
"55067","99999","Langlade WI","[not in a CBSA]",19491,0.0011,1 
"55069","48140","Lincoln WI","Wausau-Weston, WI",28415,0.1707,1 
"55071","31820","Manitowoc WI","Manitowoc, WI",81359,1,1 
"55073","48140","Marathon WI","Wausau-Weston, WI",138013,0.8293,1 
"55075","31940","Marinette WI","Marinette, WI-MI",41872,0.6405,1 
"55077","99999","Marquette WI","[not in a CBSA]",15592,0.0009,1 
"55078","43020","Menominee WI","Shawano, WI",4255,0.0943,1 
"55079","33340","Milwaukee WI","Milwaukee-Waukesha, WI",939489,0.5966,1 
"55081","99999","Monroe WI","[not in a CBSA]",46274,0.0026,1 
"55083","24580","Oconto WI","Green Bay, WI",38965,0.1187,1 
"55085","99999","Oneida WI","[not in a CBSA]",37845,0.0021,1 
"55087","11540","Outagamie WI","Appleton, WI",190705,0.7843,1 
"55089","33340","Ozaukee WI","Milwaukee-Waukesha, WI",91503,0.0581,1 
"55091","99999","Pepin WI","[not in a CBSA]",7318,0.0004,1 
"55093","33460","Pierce WI","Minneapolis-St. Paul-Bloomington, MN-WI",42212,0.0114,1 
"55095","99999","Polk WI","[not in a CBSA]",44977,0.0025,1 
"55097","44620","Portage WI","Stevens Point, WI",70377,1,1 
"55099","99999","Price WI","[not in a CBSA]",14054,0.0008,1 
"55101","39540","Racine WI","Racine, WI",197727,1,1 
"55103","99999","Richland WI","[not in a CBSA]",17304,0.001,1 
"55105","27500","Rock WI","Janesville-Beloit, WI",163687,1,1 
"55107","99999","Rusk WI","[not in a CBSA]",14188,0.0008,1 
"55109","33460","St. Croix WI","Minneapolis-St. Paul-Bloomington, MN-WI",93536,0.0253,1 
"55111","12660","Sauk WI","Baraboo, WI",65763,1,1 
"55113","99999","Sawyer WI","[not in a CBSA]",18074,0.001,1 
"55115","43020","Shawano WI","Shawano, WI",40881,0.9057,1 
"55117","43100","Sheboygan WI","Sheboygan, WI",118034,1,1 
"55119","99999","Taylor WI","[not in a CBSA]",19913,0.0011,1 
"55121","99999","Trempealeau WI","[not in a CBSA]",30760,0.0017,1 
"55123","99999","Vernon WI","[not in a CBSA]",30714,0.0017,1 
"55125","99999","Vilas WI","[not in a CBSA]",23047,0.0013,1 
"55127","48580","Walworth WI","Whitewater, WI",106478,1,1 
"55129","99999","Washburn WI","[not in a CBSA]",16623,0.0009,1 
"55131","33340","Washington WI","Milwaukee-Waukesha, WI",136761,0.0868,1 
"55133","33340","Waukesha WI","Milwaukee-Waukesha, WI",406978,0.2584,1 
"55135","99999","Waupaca WI","[not in a CBSA]",51812,0.0029,1 
"55137","99999","Waushara WI","[not in a CBSA]",24520,0.0014,1 
"55139","36780","Winnebago WI","Oshkosh-Neenah, WI",171730,1,1 
"55141","49220","Wood WI","Wisconsin Rapids-Marshfield, WI",74207,1,1 
"56001","29660","Albany WY","Laramie, WY",37066,1,1 
"56003","99999","Big Horn WY","[not in a CBSA]",11521,0.0006,1 
"56005","23940","Campbell WY","Gillette, WY",47026,0.7703,1 
"56007","99999","Carbon WY","[not in a CBSA]",14537,0.0008,1 
"56009","99999","Converse WY","[not in a CBSA]",13751,0.0008,1 
"56011","23940","Crook WY","Gillette, WY",7181,0.1176,1 
"56013","40180","Fremont WY","Riverton, WY",39234,1,1 
"56015","99999","Goshen WY","[not in a CBSA]",12498,0.0007,1 
