"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"18013","26900","Brown IN","Indianapolis-Carmel-Anderson, IN",15475,0.0073,1 
"18015","29200","Carroll IN","Lafayette-West Lafayette, IN",20306,0.0908,1 
"18017","30900","Cass IN","Logansport, IN",37870,1,1 
"18019","31140","Clark IN","Louisville/Jefferson County, KY-IN",121093,0.0942,1 
"18021","45460","Clay IN","Terre Haute, IN",26466,0.143,1 
"18023","23140","Clinton IN","Frankfort, IN",33190,1,1 
"18025","99999","Crawford IN","[not in a CBSA]",10526,0.0006,1 
"18027","47780","Daviess IN","Washington, IN",33381,1,1 
"18029","17140","Dearborn IN","Cincinnati, OH-KY-IN",50679,0.0225,1 
"18031","24700","Decatur IN","Greensburg, IN",26472,1,1 
"18033","12140","De Kalb IN","Auburn, IN",43265,1,1 
"18035","34620","Delaware IN","Muncie, IN",111903,1,1 
"18037","27540","Dubois IN","Jasper, IN",43637,0.7808,1 
"18039","21140","Elkhart IN","Elkhart-Goshen, IN",207047,1,1 
"18041","18220","Fayette IN","Connersville, IN",23398,1,1 
"18043","31140","Floyd IN","Louisville/Jefferson County, KY-IN",80484,0.0626,1 
"18045","99999","Fountain IN","[not in a CBSA]",16479,0.0009,1 
"18047","17140","Franklin IN","Cincinnati, OH-KY-IN",22785,0.0101,1 
"18049","99999","Fulton IN","[not in a CBSA]",20480,0.0011,1 
"18051","99999","Gibson IN","[not in a CBSA]",33011,0.0018,1 
"18053","31980","Grant IN","Marion, IN",66674,1,1 
"18055","99999","Greene IN","[not in a CBSA]",30803,0.0017,1 
"18057","26900","Hamilton IN","Indianapolis-Carmel-Anderson, IN",347467,0.1646,1 
"18059","26900","Hancock IN","Indianapolis-Carmel-Anderson, IN",79840,0.0378,1 
"18061","31140","Harrison IN","Louisville/Jefferson County, KY-IN",39654,0.0308,1 
"18063","26900","Hendricks IN","Indianapolis-Carmel-Anderson, IN",174788,0.0828,1 
"18065","35220","Henry IN","New Castle, IN",48914,1,1 
"18067","29020","Howard IN","Kokomo, IN",83658,1,1 
"18069","26540","Huntington IN","Huntington, IN",36662,1,1 
"18071","42980","Jackson IN","Seymour, IN",46428,1,1 
"18073","16980","Jasper IN","Chicago-Naperville-Elgin, IL-IN-WI",32918,0.0034,1 
"18075","99999","Jay IN","[not in a CBSA]",20478,0.0011,1 
"18077","31500","Jefferson IN","Madison, IN",33147,1,1 
"18079","35860","Jennings IN","North Vernon, IN",27613,1,1 
"18081","26900","Johnson IN","Indianapolis-Carmel-Anderson, IN",161765,0.0766,1 
"18083","47180","Knox IN","Vincennes, IN",36282,1,1 
"18085","47700","Kosciusko IN","Warsaw, IN",80240,1,1 
"18087","99999","Lagrange IN","[not in a CBSA]",40446,0.0022,1 
"18089","16980","Lake IN","Chicago-Naperville-Elgin, IL-IN-WI",498700,0.0518,1 
"18091","33140","La Porte IN","Michigan City-La Porte, IN",112417,1,1 
"18093","13260","Lawrence IN","Bedford, IN",45011,1,1 
"18095","26900","Madison IN","Indianapolis-Carmel-Anderson, IN",130129,0.0616,1 
"18097","26900","Marion IN","Indianapolis-Carmel-Anderson, IN",977203,0.4629,1 
"18099","38500","Marshall IN","Plymouth, IN",46095,1,1 
"18101","99999","Martin IN","[not in a CBSA]",9812,0.0005,1 
"18103","37940","Miami IN","Peru, IN",35962,1,1 
"18105","14020","Monroe IN","Bloomington, IN",139718,0.8676,1 
"18107","18820","Montgomery IN","Crawfordsville, IN",37936,1,1 
"18109","26900","Morgan IN","Indianapolis-Carmel-Anderson, IN",71780,0.034,1 
"18111","16980","Newton IN","Chicago-Naperville-Elgin, IL-IN-WI",13830,0.0014,1 
"18113","28340","Noble IN","Kendallville, IN",47457,1,1 
"18115","17140","Ohio IN","Cincinnati, OH-KY-IN",5940,0.0026,1 
"18117","99999","Orange IN","[not in a CBSA]",19867,0.0011,1 
"18119","14020","Owen IN","Bloomington, IN",21321,0.1324,1 
"18121","45460","Parke IN","Terre Haute, IN",16156,0.0873,1 
"18123","99999","Perry IN","[not in a CBSA]",19170,0.0011,1 
"18125","27540","Pike IN","Jasper, IN",12250,0.2192,1 
"18127","16980","Porter IN","Chicago-Naperville-Elgin, IL-IN-WI",173215,0.018,1 
"18129","21780","Posey IN","Evansville, IN-KY",25222,0.0803,1 
"18131","99999","Pulaski IN","[not in a CBSA]",12514,0.0007,1 
"18133","26900","Putnam IN","Indianapolis-Carmel-Anderson, IN",36726,0.0174,1 
"18135","99999","Randolph IN","[not in a CBSA]",24502,0.0014,1 
"18137","99999","Ripley IN","[not in a CBSA]",28995,0.0016,1 
"18139","99999","Rush IN","[not in a CBSA]",16752,0.0009,1 
"18141","43780","St. Joseph IN","South Bend-Mishawaka, IN-MI",272912,0.841,1 
"18143","42500","Scott IN","Scottsburg, IN",24384,1,1 
"18145","26900","Shelby IN","Indianapolis-Carmel-Anderson, IN",45055,0.0213,1 
"18147","99999","Spencer IN","[not in a CBSA]",19810,0.0011,1 
"18149","99999","Starke IN","[not in a CBSA]",23371,0.0013,1 
"18151","11420","Steuben IN","Angola, IN",34435,1,1 
"18153","45460","Sullivan IN","Terre Haute, IN",20817,0.1125,1 
"18155","99999","Switzerland IN","[not in a CBSA]",9737,0.0005,1 
"18157","29200","Tippecanoe IN","Lafayette-West Lafayette, IN",186251,0.8325,1 
"18159","99999","Tipton IN","[not in a CBSA]",15359,0.0009,1 
"18161","17140","Union IN","Cincinnati, OH-KY-IN",7087,0.0031,1 
"18163","21780","Vanderburgh IN","Evansville, IN-KY",180136,0.5736,1 
"18165","45460","Vermillion IN","Terre Haute, IN",15439,0.0834,1 
"18167","45460","Vigo IN","Terre Haute, IN",106153,0.5737,1 
"18169","47340","Wabash IN","Wabash, IN",30976,1,1 
"18171","29200","Warren IN","Lafayette-West Lafayette, IN",8440,0.0377,1 
"18173","21780","Warrick IN","Evansville, IN-KY",63898,0.2035,1 
"18175","31140","Washington IN","Louisville/Jefferson County, KY-IN",28182,0.0219,1 
"18177","39980","Wayne IN","Richmond, IN",66553,1,1 
"18179","14160","Wells IN","Bluffton, IN",28180,1,1 
"18181","99999","White IN","[not in a CBSA]",24688,0.0014,1 
"18183","23060","Whitley IN","Fort Wayne, IN",34191,0.0815,1 
"19001","99999","Adair IA","[not in a CBSA]",7496,0.0004,1 
"19003","99999","Adams IA","[not in a CBSA]",3704,0.0002,1 
"19005","99999","Allamakee IA","[not in a CBSA]",14061,0.0008,1 
"19007","99999","Appanoose IA","[not in a CBSA]",12317,0.0007,1 
"19009","99999","Audubon IA","[not in a CBSA]",5674,0.0003,1 
"19011","16300","Benton IA","Cedar Rapids, IA",25575,0.0925,1 
"19013","47940","Black Hawk IA","Waterloo-Cedar Falls, IA",131144,0.7785,1 
"19015","11180","Boone IA","Ames, IA",26715,0.2133,1 
"19017","47940","Bremer IA","Waterloo-Cedar Falls, IA",24988,0.1483,1 
"19019","99999","Buchanan IA","[not in a CBSA]",20565,0.0011,1 
"19021","44740","Buena Vista IA","Storm Lake, IA",20823,1,1 
"19023","99999","Butler IA","[not in a CBSA]",14334,0.0008,1 
"19025","99999","Calhoun IA","[not in a CBSA]",9927,0.0006,1 
"19027","16140","Carroll IA","Carroll, IA",20760,1,1 
"19029","99999","Cass IA","[not in a CBSA]",13127,0.0007,1 
"19031","99999","Cedar IA","[not in a CBSA]",18505,0.001,1 
"19033","32380","Cerro Gordo IA","Mason City, IA",43127,0.8528,1 
"19035","99999","Cherokee IA","[not in a CBSA]",11658,0.0006,1 
"19037","99999","Chickasaw IA","[not in a CBSA]",12012,0.0007,1 
"19039","99999","Clarke IA","[not in a CBSA]",9748,0.0005,1 
"19041","43980","Clay IA","Spencer, IA",16384,1,1 
"19043","99999","Clayton IA","[not in a CBSA]",17043,0.0009,1 
"19045","17540","Clinton IA","Clinton, IA",46460,1,1 
"19047","99999","Crawford IA","[not in a CBSA]",16525,0.0009,1 
"19049","19780","Dallas IA","Des Moines-West Des Moines, IA",99678,0.1405,1 
"19051","99999","Davis IA","[not in a CBSA]",9110,0.0005,1 
"19053","99999","Decatur IA","[not in a CBSA]",7645,0.0004,1 
"19055","99999","Delaware IA","[not in a CBSA]",17488,0.001,1 
"19057","15460","Des Moines IA","Burlington, IA-IL",38910,0.859,1 
"19059","44020","Dickinson IA","Spirit Lake, IA",17703,1,1 
"19061","20220","Dubuque IA","Dubuque, IA",99266,1,1 
"19063","99999","Emmet IA","[not in a CBSA]",9388,0.0005,1 
"19065","99999","Fayette IA","[not in a CBSA]",19509,0.0011,1 
"19067","99999","Floyd IA","[not in a CBSA]",15627,0.0009,1 
"19069","99999","Franklin IA","[not in a CBSA]",10019,0.0006,1 
"19071","99999","Fremont IA","[not in a CBSA]",6605,0.0004,1 
"19073","99999","Greene IA","[not in a CBSA]",8771,0.0005,1 
"19075","47940","Grundy IA","Waterloo-Cedar Falls, IA",12329,0.0732,1 
"19077","19780","Guthrie IA","Des Moines-West Des Moines, IA",10623,0.015,1 
"19079","99999","Hamilton IA","[not in a CBSA]",15039,0.0008,1 
"19081","99999","Hancock IA","[not in a CBSA]",10795,0.0006,1 
"19083","99999","Hardin IA","[not in a CBSA]",16878,0.0009,1 
"19085","36540","Harrison IA","Omaha-Council Bluffs, NE-IA",14582,0.0151,1 
"19087","99999","Henry IA","[not in a CBSA]",20482,0.0011,1 
"19089","99999","Howard IA","[not in a CBSA]",9469,0.0005,1 
"19091","99999","Humboldt IA","[not in a CBSA]",9597,0.0005,1 
"19093","99999","Ida IA","[not in a CBSA]",7005,0.0004,1 
"19095","99999","Iowa IA","[not in a CBSA]",16662,0.0009,1 
"19097","99999","Jackson IA","[not in a CBSA]",19485,0.0011,1 
"19099","19780","Jasper IA","Des Moines-West Des Moines, IA",37813,0.0533,1 
"19101","21840","Jefferson IA","Fairfield, IA",15663,1,1 
"19103","26980","Johnson IA","Iowa City, IA",152854,0.8714,1 
"19105","16300","Jones IA","Cedar Rapids, IA",20646,0.0747,1 
"19107","99999","Keokuk IA","[not in a CBSA]",10033,0.0006,1 
"19109","99999","Kossuth IA","[not in a CBSA]",14828,0.0008,1 
"19111","22800","Lee IA","Fort Madison-Keokuk, IA-IL-MO",33555,0.5804,1 
"19113","16300","Linn IA","Cedar Rapids, IA",230299,0.8328,1 
"19115","99999","Louisa IA","[not in a CBSA]",10837,0.0006,1 
"19117","99999","Lucas IA","[not in a CBSA]",8634,0.0005,1 
"19119","99999","Lyon IA","[not in a CBSA]",11934,0.0007,1 
"19121","19780","Madison IA","Des Moines-West Des Moines, IA",16548,0.0233,1 
"19123","36820","Mahaska IA","Oskaloosa, IA",22190,1,1 
"19125","37800","Marion IA","Pella, IA",33414,1,1 
"19127","32260","Marshall IA","Marshalltown, IA",40105,1,1 
"19129","36540","Mills IA","Omaha-Council Bluffs, NE-IA",14484,0.015,1 
"19131","99999","Mitchell IA","[not in a CBSA]",10565,0.0006,1 
"19133","99999","Monona IA","[not in a CBSA]",8751,0.0005,1 
"19135","99999","Monroe IA","[not in a CBSA]",7577,0.0004,1 
"19137","99999","Montgomery IA","[not in a CBSA]",10330,0.0006,1 
"19139","34700","Muscatine IA","Muscatine, IA",43235,1,1 
"19141","99999","OBrien IA","[not in a CBSA]",14182,0.0008,1 
"19143","99999","Osceola IA","[not in a CBSA]",6192,0.0003,1 
"19145","99999","Page IA","[not in a CBSA]",15211,0.0008,1 
"19147","99999","Palo Alto IA","[not in a CBSA]",8996,0.0005,1 
"19149","99999","Plymouth IA","[not in a CBSA]",25698,0.0014,1 
"19151","99999","Pocahontas IA","[not in a CBSA]",7078,0.0004,1 
"19153","19780","Polk IA","Des Moines-West Des Moines, IA",492401,0.694,1 
"19155","36540","Pottawattamie IA","Omaha-Council Bluffs, NE-IA",93667,0.0968,1 
"19157","99999","Poweshiek IA","[not in a CBSA]",18662,0.001,1 
"19159","99999","Ringgold IA","[not in a CBSA]",4663,0.0003,1 
"19161","99999","Sac IA","[not in a CBSA]",9814,0.0005,1 
"19163","19340","Scott IA","Davenport-Moline-Rock Island, IA-IL",174669,0.4545,1 
"19165","99999","Shelby IA","[not in a CBSA]",11746,0.0007,1 
"19167","99999","Sioux IA","[not in a CBSA]",35872,0.002,1 
"19169","11180","Story IA","Ames, IA",98537,0.7867,1 
"19171","99999","Tama IA","[not in a CBSA]",17135,0.001,1 
"19173","99999","Taylor IA","[not in a CBSA]",5896,0.0003,1 
"19175","99999","Union IA","[not in a CBSA]",12138,0.0007,1 
"19177","99999","Van Buren IA","[not in a CBSA]",7203,0.0004,1 
"19179","36900","Wapello IA","Ottumwa, IA",35437,1,1 
"19181","19780","Warren IA","Des Moines-West Des Moines, IA",52403,0.0739,1 
"19183","26980","Washington IA","Iowa City, IA",22565,0.1286,1 
"19185","99999","Wayne IA","[not in a CBSA]",6497,0.0004,1 
"19187","22700","Webster IA","Fort Dodge, IA",36999,1,1 
"19189","99999","Winnebago IA","[not in a CBSA]",10679,0.0006,1 
"19191","99999","Winneshiek IA","[not in a CBSA]",20070,0.0011,1 
"19193","43580","Woodbury IA","Sioux City, IA-NE-SD",105941,0.7066,1 
"19195","32380","Worth IA","Mason City, IA",7443,0.1472,1 
"19197","99999","Wright IA","[not in a CBSA]",12943,0.0007,1 
"20001","99999","Allen KS","[not in a CBSA]",12526,0.0007,1 
"20003","99999","Anderson KS","[not in a CBSA]",7836,0.0004,1 
"20005","11860","Atchison KS","Atchison, KS",16348,1,1 
"20007","99999","Barber KS","[not in a CBSA]",4228,0.0002,1 
"20009","24460","Barton KS","Great Bend, KS",25493,1,1 
"20011","99999","Bourbon KS","[not in a CBSA]",14360,0.0008,1 
"20013","99999","Brown KS","[not in a CBSA]",9508,0.0005,1 
"20015","48620","Butler KS","Wichita, KS",67380,0.104,1 
"20017","21380","Chase KS","Emporia, KS",2572,0.074,1 
"20019","99999","Chautauqua KS","[not in a CBSA]",3379,0.0002,1 
"20021","99999","Cherokee KS","[not in a CBSA]",19362,0.0011,1 
"20023","99999","Cheyenne KS","[not in a CBSA]",2616,0.0001,1 
"20025","99999","Clark KS","[not in a CBSA]",1991,0.0001,1 
"20027","99999","Clay KS","[not in a CBSA]",8117,0.0005,1 
"20029","99999","Cloud KS","[not in a CBSA]",9032,0.0005,1 
"20031","99999","Coffey KS","[not in a CBSA]",8360,0.0005,1 
"20033","99999","Comanche KS","[not in a CBSA]",1689,0.0001,1 
"20035","49060","Cowley KS","Winfield, KS",34549,1,1 
"20037","38260","Crawford KS","Pittsburg, KS",38972,1,1 
"20039","99999","Decatur KS","[not in a CBSA]",2764,0.0002,1 
"20041","99999","Dickinson KS","[not in a CBSA]",18402,0.001,1 
"20043","41140","Doniphan KS","St. Joseph, MO-KS",7510,0.0618,1 
"20045","29940","Douglas KS","Lawrence, KS",118785,1,1 
"20047","99999","Edwards KS","[not in a CBSA]",2907,0.0002,1 
"20049","99999","Elk KS","[not in a CBSA]",2483,0.0001,1 
"20051","25700","Ellis KS","Hays, KS",28934,1,1 
"20053","99999","Ellsworth KS","[not in a CBSA]",6376,0.0004,1 
"20055","23780","Finney KS","Garden City, KS",38470,0.9062,1 
"20057","19980","Ford KS","Dodge City, KS",34287,1,1 
"20059","36840","Franklin KS","Ottawa, KS",25996,1,1 
"20061","31740","Geary KS","Manhattan, KS",36739,0.2741,1 
"20063","99999","Gove KS","[not in a CBSA]",2718,0.0002,1 
"20065","99999","Graham KS","[not in a CBSA]",2415,0.0001,1 
"20067","99999","Grant KS","[not in a CBSA]",7352,0.0004,1 
"20069","99999","Gray KS","[not in a CBSA]",5653,0.0003,1 
"20071","99999","Greeley KS","[not in a CBSA]",1284,0.0001,1 
"20073","99999","Greenwood KS","[not in a CBSA]",6016,0.0003,1 
"20075","99999","Hamilton KS","[not in a CBSA]",2518,0.0001,1 
"20077","99999","Harper KS","[not in a CBSA]",5485,0.0003,1 
"20079","48620","Harvey KS","Wichita, KS",34024,0.0525,1 
"20081","99999","Haskell KS","[not in a CBSA]",3780,0.0002,1 
"20083","99999","Hodgeman KS","[not in a CBSA]",1723,0.0001,1 
"20085","45820","Jackson KS","Topeka, KS",13232,0.0568,1 
"20087","45820","Jefferson KS","Topeka, KS",18368,0.0788,1 
"20089","99999","Jewell KS","[not in a CBSA]",2932,0.0002,1 
"20091","28140","Johnson KS","Kansas City, MO-KS",609863,0.2782,1 
"20093","23780","Kearny KS","Garden City, KS",3983,0.0938,1 
"20095","99999","Kingman KS","[not in a CBSA]",7470,0.0004,1 
"20097","99999","Kiowa KS","[not in a CBSA]",2460,0.0001,1 
"20099","37660","Labette KS","Parsons, KS",20184,1,1 
"20101","99999","Lane KS","[not in a CBSA]",1574,0.0001,1 
"20103","28140","Leavenworth KS","Kansas City, MO-KS",81881,0.0374,1 
"20105","99999","Lincoln KS","[not in a CBSA]",2939,0.0002,1 
"20107","28140","Linn KS","Kansas City, MO-KS",9591,0.0044,1 
"20109","99999","Logan KS","[not in a CBSA]",2762,0.0002,1 
"20111","21380","Lyon KS","Emporia, KS",32179,0.926,1 
"20113","32700","McPherson KS","McPherson, KS",30223,1,1 
"20115","99999","Marion KS","[not in a CBSA]",11823,0.0007,1 
"20117","99999","Marshall KS","[not in a CBSA]",10038,0.0006,1 
"20119","99999","Meade KS","[not in a CBSA]",4055,0.0002,1 
"20121","28140","Miami KS","Kansas City, MO-KS",34191,0.0156,1 
"20123","99999","Mitchell KS","[not in a CBSA]",5796,0.0003,1 
"20125","17700","Montgomery KS","Coffeyville, KS",31486,1,1 
"20127","99999","Morris KS","[not in a CBSA]",5386,0.0003,1 
"20129","99999","Morton KS","[not in a CBSA]",2701,0.0002,1 
"20131","99999","Nemaha KS","[not in a CBSA]",10273,0.0006,1 
"20133","99999","Neosho KS","[not in a CBSA]",15904,0.0009,1 
"20135","99999","Ness KS","[not in a CBSA]",2687,0.0001,1 
"20137","99999","Norton KS","[not in a CBSA]",5459,0.0003,1 
"20139","45820","Osage KS","Topeka, KS",15766,0.0676,1 
"20141","99999","Osborne KS","[not in a CBSA]",3500,0.0002,1 
"20143","41460","Ottawa KS","Salina, KS",5735,0.0955,1 
"20145","99999","Pawnee KS","[not in a CBSA]",6253,0.0003,1 
"20147","99999","Phillips KS","[not in a CBSA]",4981,0.0003,1 
"20149","31740","Pottawatomie KS","Manhattan, KS",25348,0.1891,1 
"20151","99999","Pratt KS","[not in a CBSA]",9157,0.0005,1 
"20153","99999","Rawlins KS","[not in a CBSA]",2561,0.0001,1 
"20155","26740","Reno KS","Hutchinson, KS",61898,1,1 
"20157","99999","Republic KS","[not in a CBSA]",4674,0.0003,1 
"20159","99999","Rice KS","[not in a CBSA]",9427,0.0005,1 
"20161","31740","Riley KS","Manhattan, KS",71959,0.5368,1 
"20163","99999","Rooks KS","[not in a CBSA]",4919,0.0003,1 
"20165","99999","Rush KS","[not in a CBSA]",2956,0.0002,1 
"20167","99999","Russell KS","[not in a CBSA]",6691,0.0004,1 
"20169","41460","Saline KS","Salina, KS",54303,0.9045,1 
"20171","99999","Scott KS","[not in a CBSA]",5151,0.0003,1 
"20173","48620","Sedgwick KS","Wichita, KS",523824,0.8089,1 
"20175","30580","Seward KS","Liberal, KS",21964,1,1 
"20177","45820","Shawnee KS","Topeka, KS",178909,0.7673,1 
"20179","99999","Sheridan KS","[not in a CBSA]",2447,0.0001,1 
"20181","99999","Sherman KS","[not in a CBSA]",5927,0.0003,1 
"20183","99999","Smith KS","[not in a CBSA]",3570,0.0002,1 
"20185","99999","Stafford KS","[not in a CBSA]",4072,0.0002,1 
"20187","99999","Stanton KS","[not in a CBSA]",2084,0.0001,1 
"20189","99999","Stevens KS","[not in a CBSA]",5250,0.0003,1 
"20191","48620","Sumner KS","Wichita, KS",22382,0.0346,1 
"20193","99999","Thomas KS","[not in a CBSA]",7930,0.0004,1 
"20195","99999","Trego KS","[not in a CBSA]",2808,0.0002,1 
"20197","45820","Wabaunsee KS","Topeka, KS",6877,0.0295,1 
"20199","99999","Wallace KS","[not in a CBSA]",1512,0.0001,1 
"20201","99999","Washington KS","[not in a CBSA]",5530,0.0003,1 
"20203","99999","Wichita KS","[not in a CBSA]",2152,0.0001,1 
"20205","99999","Wilson KS","[not in a CBSA]",8624,0.0005,1 
"20207","99999","Woodson KS","[not in a CBSA]",3115,0.0002,1 
"20209","28140","Wyandotte KS","Kansas City, MO-KS",169245,0.0772,1 
"21001","99999","Adair KY","[not in a CBSA]",18903,0.0011,1 
"21003","14540","Allen KY","Bowling Green, KY",20588,0.1146,1 
"21005","23180","Anderson KY","Frankfort, KY",23852,0.3164,1 
"21007","37140","Ballard KY","Paducah, KY-IL",7728,0.0783,1 
"21009","23980","Barren KY","Glasgow, KY",44485,0.8122,1 
"21011","34460","Bath KY","Mount Sterling, KY",12750,0.2714,1 
"21013","33180","Bell KY","Middlesborough, KY",24097,1,1 
"21015","17140","Boone KY","Cincinnati, OH-KY-IN",135968,0.0602,1 
"21017","30460","Bourbon KY","Lexington-Fayette, KY",20252,0.0392,1 
"21019","26580","Boyd KY","Huntington-Ashland, WV-KY-OH",48261,0.1341,1 
"21021","19220","Boyle KY","Danville, KY",30614,0.5577,1 
"21023","17140","Bracken KY","Cincinnati, OH-KY-IN",8400,0.0037,1 
"21025","99999","Breathitt KY","[not in a CBSA]",13718,0.0008,1 
"21027","99999","Breckinridge KY","[not in a CBSA]",20432,0.0011,1 
"21029","31140","Bullitt KY","Louisville/Jefferson County, KY-IN",82217,0.064,1 
"21031","14540","Butler KY","Bowling Green, KY",12371,0.0689,1 
"21033","99999","Caldwell KY","[not in a CBSA]",12649,0.0007,1 
"21035","34660","Calloway KY","Murray, KY",37103,1,1 
"21037","17140","Campbell KY","Cincinnati, OH-KY-IN",93076,0.0412,1 
"21039","99999","Carlisle KY","[not in a CBSA]",4826,0.0003,1 
"21041","99999","Carroll KY","[not in a CBSA]",10810,0.0006,1 
"21043","26580","Carter KY","Huntington-Ashland, WV-KY-OH",26627,0.074,1 
"21045","99999","Casey KY","[not in a CBSA]",15941,0.0009,1 
"21047","17300","Christian KY","Clarksville, TN-KY",72748,0.227,1 
"21049","30460","Clark KY","Lexington-Fayette, KY",36972,0.0715,1 
"21051","30940","Clay KY","London, KY",20345,0.1358,1 
"21053","99999","Clinton KY","[not in a CBSA]",9253,0.0005,1 
"21055","99999","Crittenden KY","[not in a CBSA]",8990,0.0005,1 
"21057","99999","Cumberland KY","[not in a CBSA]",5888,0.0003,1 
"21059","36980","Daviess KY","Owensboro, KY",103312,0.8499,1 
"21061","14540","Edmonson KY","Bowling Green, KY",12126,0.0675,1 
"21063","99999","Elliott KY","[not in a CBSA]",7354,0.0004,1 
"21065","40080","Estill KY","Richmond-Berea, KY",14163,0.1325,1 
"21067","30460","Fayette KY","Lexington-Fayette, KY",322570,0.6242,1 
"21069","99999","Fleming KY","[not in a CBSA]",15082,0.0008,1 
"21071","99999","Floyd KY","[not in a CBSA]",35942,0.002,1 
"21073","23180","Franklin KY","Frankfort, KY",51541,0.6836,1 
"21075","99999","Fulton KY","[not in a CBSA]",6515,0.0004,1 
"21077","17140","Gallatin KY","Cincinnati, OH-KY-IN",8690,0.0039,1 
"21079","99999","Garrard KY","[not in a CBSA]",16953,0.0009,1 
"21081","17140","Grant KY","Cincinnati, OH-KY-IN",24941,0.0111,1 
"21083","32460","Graves KY","Mayfield, KY",36649,1,1 
"21085","99999","Grayson KY","[not in a CBSA]",26420,0.0015,1 
"21087","15820","Green KY","Campbellsville, KY",11107,0.2991,1 
"21089","26580","Greenup KY","Huntington-Ashland, WV-KY-OH",35962,0.0999,1 
"21091","36980","Hancock KY","Owensboro, KY",9095,0.0748,1 
"21093","21060","Hardin KY","Elizabethtown-Fort Knox, KY",110702,0.7116,1 
"21095","99999","Harlan KY","[not in a CBSA]",26831,0.0015,1 
"21097","99999","Harrison KY","[not in a CBSA]",18692,0.001,1 
"21099","99999","Hart KY","[not in a CBSA]",19288,0.0011,1 
"21101","21780","Henderson KY","Evansville, IN-KY",44793,0.1426,1 
"21103","31140","Henry KY","Louisville/Jefferson County, KY-IN",15678,0.0122,1 
"21105","99999","Hickman KY","[not in a CBSA]",4521,0.0003,1 
"21107","31580","Hopkins KY","Madisonville, KY",45423,1,1 
"21109","99999","Jackson KY","[not in a CBSA]",12955,0.0007,1 
"21111","31140","Jefferson KY","Louisville/Jefferson County, KY-IN",782969,0.6091,1 
"21113","30460","Jessamine KY","Lexington-Fayette, KY",52991,0.1025,1 
"21115","99999","Johnson KY","[not in a CBSA]",22680,0.0013,1 
"21117","17140","Kenton KY","Cincinnati, OH-KY-IN",169064,0.0749,1 
"21119","99999","Knott KY","[not in a CBSA]",14251,0.0008,1 
"21121","30940","Knox KY","London, KY",30193,0.2015,1 
"21123","21060","Larue KY","Elizabethtown-Fort Knox, KY",14867,0.0956,1 
"21125","30940","Laurel KY","London, KY",62613,0.4178,1 
"21127","99999","Lawrence KY","[not in a CBSA]",16293,0.0009,1 
"21129","99999","Lee KY","[not in a CBSA]",7395,0.0004,1 
"21131","99999","Leslie KY","[not in a CBSA]",10513,0.0006,1 
"21133","99999","Letcher KY","[not in a CBSA]",21548,0.0012,1 
"21135","99999","Lewis KY","[not in a CBSA]",13080,0.0007,1 
"21137","19220","Lincoln KY","Danville, KY",24275,0.4423,1 
"21139","37140","Livingston KY","Paducah, KY-IL",8888,0.0901,1 
"21141","99999","Logan KY","[not in a CBSA]",27432,0.0015,1 
"21143","99999","Lyon KY","[not in a CBSA]",8680,0.0005,1 
"21145","37140","McCracken KY","Paducah, KY-IL",67875,0.688,1 
"21147","99999","McCreary KY","[not in a CBSA]",16888,0.0009,1 
"21149","36980","McLean KY","Owensboro, KY",9152,0.0753,1 
"21151","40080","Madison KY","Richmond-Berea, KY",92701,0.8675,1 
"21153","99999","Magoffin KY","[not in a CBSA]",11637,0.0006,1 
"21155","99999","Marion KY","[not in a CBSA]",19581,0.0011,1 
"21157","99999","Marshall KY","[not in a CBSA]",31659,0.0018,1 
"21159","99999","Martin KY","[not in a CBSA]",11287,0.0006,1 
"21161","32500","Mason KY","Maysville, KY",17120,1,1 
"21163","21060","Meade KY","Elizabethtown-Fort Knox, KY",30003,0.1929,1 
"21165","34460","Menifee KY","Mount Sterling, KY",6113,0.1301,1 
"21167","99999","Mercer KY","[not in a CBSA]",22641,0.0013,1 
"21169","23980","Metcalfe KY","Glasgow, KY",10286,0.1878,1 
"21171","99999","Monroe KY","[not in a CBSA]",11338,0.0006,1 
"21173","34460","Montgomery KY","Mount Sterling, KY",28114,0.5985,1 
"21175","99999","Morgan KY","[not in a CBSA]",13726,0.0008,1 
"21177","16420","Muhlenberg KY","Central City, KY",30928,1,1 
"21179","12680","Nelson KY","Bardstown, KY",46738,1,1 
"21181","99999","Nicholas KY","[not in a CBSA]",7537,0.0004,1 
"21183","99999","Ohio KY","[not in a CBSA]",23772,0.0013,1 
"21185","31140","Oldham KY","Louisville/Jefferson County, KY-IN",67607,0.0526,1 
"21187","99999","Owen KY","[not in a CBSA]",11278,0.0006,1 
"21189","99999","Owsley KY","[not in a CBSA]",4051,0.0002,1 
"21191","17140","Pendleton KY","Cincinnati, OH-KY-IN",14644,0.0065,1 
"21193","99999","Perry KY","[not in a CBSA]",28473,0.0016,1 
"21195","99999","Pike KY","[not in a CBSA]",58669,0.0033,1 
"21197","99999","Powell KY","[not in a CBSA]",13129,0.0007,1 
"21199","43700","Pulaski KY","Somerset, KY",65034,1,1 
"21201","99999","Robertson KY","[not in a CBSA]",2193,0.0001,1 
"21203","99999","Rockcastle KY","[not in a CBSA]",16037,0.0009,1 
