cbsa20,cbsatype20,CBSAName20,state_puma
11460,Metro,"Ann Arbor, MI",26-02703
11460,Metro,"Ann Arbor, MI",26-02702
11460,Metro,"Ann Arbor, MI",26-02701
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-01103
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-01101
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01104
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00603
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00601
49340,Metro,"Worcester, MA-CT",25-00507
49340,Metro,"Worcester, MA-CT",25-00506
49340,Metro,"Worcester, MA-CT",25-00505
49340,Metro,"Worcester, MA-CT",25-00504
49340,Metro,"Worcester, MA-CT",25-00503
49340,Metro,"Worcester, MA-CT",25-00502
49340,Metro,"Worcester, MA-CT",25-00501
44140,Metro,"Springfield, MA",25-00403
44140,Metro,"Springfield, MA",25-00402
44140,Metro,"Springfield, MA",25-00401
44140,Metro,"Springfield, MA",25-00301
44140,Metro,"Springfield, MA",25-00201
38340,Metro,"Pittsfield, MA",25-00100
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01700
15680,Metro,"California-Lexington Park, MD",24-01601
41700,Metro,"San Antonio-New Braunfels, TX",48-05910
41540,Metro,"Salisbury, MD-DE",24-01400
41700,Metro,"San Antonio-New Braunfels, TX",48-05911
41700,Metro,"San Antonio-New Braunfels, TX",48-05912
41700,Metro,"San Antonio-New Braunfels, TX",48-05913
12580,Metro,"Baltimore-Columbia-Towson, MD",24-01205
12580,Metro,"Baltimore-Columbia-Towson, MD",24-01204
12580,Metro,"Baltimore-Columbia-Towson, MD",24-01203
12580,Metro,"Baltimore-Columbia-Towson, MD",24-01202
12580,Metro,"Baltimore-Columbia-Towson, MD",24-01201
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01107
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01106
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01105
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00602
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00604
39300,Metro,"Providence-Warwick, RI-MA",25-01004
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00605
39300,Metro,"Providence-Warwick, RI-MA",25-01003
39300,Metro,"Providence-Warwick, RI-MA",25-01002
39300,Metro,"Providence-Warwick, RI-MA",25-01001
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00906
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00905
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00904
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00903
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00902
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00901
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00806
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00805
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00804
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00803
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00802
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00801
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00706
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00705
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00704
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00703
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00702
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00701
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00613
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00612
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00611
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00610
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00609
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00608
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00607
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-00606
41660,Metro,"San Angelo, TX",48-02900
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02516
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51-01301
21660,Metro,"Eugene-Springfield, OR",41-03903
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-06720
48660,Metro,"Wichita Falls, TX",48-00700
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05116
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05114
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05105
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05103
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05102
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-05101
41420,Metro,"Salem, OR",41-04705
41420,Metro,"Salem, OR",41-04704
41420,Metro,"Salem, OR",41-04703
10540,Metro,"Albany-Lebanon, OR",41-04301
21660,Metro,"Eugene-Springfield, OR",41-03905
21660,Metro,"Eugene-Springfield, OR",41-03904
32780,Metro,"Medford, OR",41-02902
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02515
32780,Metro,"Medford, OR",41-02901
40700,Micro,"Roseburg, OR",41-01900
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-00900
13460,Metro,"Bend, OR",41-01701
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-00504
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-00503
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-00502
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-00501
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01400
46340,Metro,"Tyler, TX",48-01501
30020,Metro,"Lawton, OK",40-21700
46340,Metro,"Tyler, TX",48-01502
30980,Metro,"Longview, TX",48-01600
36420,Metro,"Oklahoma City, OK",40-21500
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-06721
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-06722
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-06723
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-06724
38300,Metro,"Pittsburgh, PA",42-01806
38300,Metro,"Pittsburgh, PA",42-01805
38300,Metro,"Pittsburgh, PA",42-01804
38300,Metro,"Pittsburgh, PA",42-01803
38300,Metro,"Pittsburgh, PA",42-01802
38300,Metro,"Pittsburgh, PA",42-01801
38300,Metro,"Pittsburgh, PA",42-01702
38300,Metro,"Pittsburgh, PA",42-01701
38300,Metro,"Pittsburgh, PA",42-01600
38300,Metro,"Pittsburgh, PA",42-01512
49660,Metro,"Youngstown-Warren-Boardman, OH-PA",42-01400
46100,Micro,"Tullahoma-Manchester, TN",47-03200
44300,Metro,"State College, PA",42-01200
16860,Metro,"Chattanooga, TN-GA",47-03401
16860,Metro,"Chattanooga, TN-GA",47-03402
16860,Metro,"Chattanooga, TN-GA",47-03403
42540,Metro,"Scranton--Wilkes-Barre, PA",42-00802
42540,Metro,"Scranton--Wilkes-Barre, PA",42-00801
42540,Metro,"Scranton--Wilkes-Barre, PA",42-00702
42540,Metro,"Scranton--Wilkes-Barre, PA",42-00701
20700,Metro,"East Stroudsburg, PA",42-00600
17420,Metro,"Cleveland, TN",47-03600
21500,Metro,"Erie, PA",42-00112
21500,Metro,"Erie, PA",42-00111
11100,Metro,"Amarillo, TX",48-00200
11100,Metro,"Amarillo, TX",48-00300
31180,Metro,"Lubbock, TX",48-00501
31180,Metro,"Lubbock, TX",48-00502
38900,Metro,"Portland-Vancouver-Hillsboro, OR-WA",41-07100
36420,Metro,"Oklahoma City, OK",40-21406
36420,Metro,"Oklahoma City, OK",40-21405
36420,Metro,"Oklahoma City, OK",40-21404
19430,Metro,"Dayton-Kettering, OH",39-03703
19430,Metro,"Dayton-Kettering, OH",39-03701
19430,Metro,"Dayton-Kettering, OH",39-03600
18140,Metro,"Columbus, OH",39-03500
18140,Metro,"Columbus, OH",39-03411
18140,Metro,"Columbus, OH",39-03410
18140,Metro,"Columbus, OH",39-03409
18140,Metro,"Columbus, OH",39-03408
18140,Metro,"Columbus, OH",39-03407
18140,Metro,"Columbus, OH",39-03406
18140,Metro,"Columbus, OH",39-03405
18140,Metro,"Columbus, OH",39-03404
18140,Metro,"Columbus, OH",39-03403
18140,Metro,"Columbus, OH",39-03402
18140,Metro,"Columbus, OH",39-03401
18140,Metro,"Columbus, OH",39-03302
18140,Metro,"Columbus, OH",39-03301
18140,Metro,"Columbus, OH",39-03200
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01908
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01909
15940,Metro,"Canton-Massillon, OH",39-02703
15940,Metro,"Canton-Massillon, OH",39-02702
15940,Metro,"Canton-Massillon, OH",39-02701
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02001
18140,Metro,"Columbus, OH",39-02500
44220,Metro,"Springfield, OH",39-02400
19430,Metro,"Dayton-Kettering, OH",39-02300
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02002
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02003
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02004
19430,Metro,"Dayton-Kettering, OH",39-03702
19430,Metro,"Dayton-Kettering, OH",39-03704
36420,Metro,"Oklahoma City, OK",40-21403
17140,Metro,"Cincinnati, OH-KY-IN",39-03801
36420,Metro,"Oklahoma City, OK",40-21402
36420,Metro,"Oklahoma City, OK",40-21401
36420,Metro,"Oklahoma City, OK",40-21302
36420,Metro,"Oklahoma City, OK",40-21301
46140,Metro,"Tulsa, OK",40-20900
46140,Metro,"Tulsa, OK",40-20805
46140,Metro,"Tulsa, OK",40-20804
46140,Metro,"Tulsa, OK",40-20803
46140,Metro,"Tulsa, OK",40-20802
46140,Metro,"Tulsa, OK",40-20801
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01901
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01902
17140,Metro,"Cincinnati, OH-KY-IN",39-04707
17140,Metro,"Cincinnati, OH-KY-IN",39-04706
17140,Metro,"Cincinnati, OH-KY-IN",39-04705
17140,Metro,"Cincinnati, OH-KY-IN",39-04704
17140,Metro,"Cincinnati, OH-KY-IN",39-04703
17140,Metro,"Cincinnati, OH-KY-IN",39-04702
17140,Metro,"Cincinnati, OH-KY-IN",39-04701
17140,Metro,"Cincinnati, OH-KY-IN",39-04602
17140,Metro,"Cincinnati, OH-KY-IN",39-04501
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01903
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01904
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01905
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-01907
17140,Metro,"Cincinnati, OH-KY-IN",39-03902
17140,Metro,"Cincinnati, OH-KY-IN",39-03901
17140,Metro,"Cincinnati, OH-KY-IN",39-03803
17140,Metro,"Cincinnati, OH-KY-IN",39-03802
38300,Metro,"Pittsburgh, PA",42-01807
38300,Metro,"Pittsburgh, PA",42-02011
38300,Metro,"Pittsburgh, PA",42-02012
16700,Metro,"Charleston-North Charleston, SC",45-02302
16700,Metro,"Charleston-North Charleston, SC",45-02202
16700,Metro,"Charleston-North Charleston, SC",45-02201
16700,Metro,"Charleston-North Charleston, SC",45-02100
25940,Metro,"Hilton Head Island-Bluffton, SC",45-02001
32820,Metro,"Memphis, TN-MS-AR",47-02503
32820,Metro,"Memphis, TN-MS-AR",47-02504
17900,Metro,"Columbia, SC",45-01501
17900,Metro,"Columbia, SC",45-01403
17900,Metro,"Columbia, SC",45-01402
17900,Metro,"Columbia, SC",45-01401
17900,Metro,"Columbia, SC",45-01302
17900,Metro,"Columbia, SC",45-01301
12260,Metro,"Augusta-Richmond County, GA-SC",45-01200
32820,Metro,"Memphis, TN-MS-AR",47-02505
32820,Metro,"Memphis, TN-MS-AR",47-02506
24860,Metro,"Greenville-Anderson, SC",45-00901
32820,Metro,"Memphis, TN-MS-AR",47-02507
32820,Metro,"Memphis, TN-MS-AR",47-02508
32820,Metro,"Memphis, TN-MS-AR",47-02600
16740,Metro,"Charlotte-Concord-Gastonia, NC-SC",45-00602
16740,Metro,"Charlotte-Concord-Gastonia, NC-SC",45-00601
43900,Metro,"Spartanburg, SC",45-00403
43900,Metro,"Spartanburg, SC",45-00402
43900,Metro,"Spartanburg, SC",45-00401
24860,Metro,"Greenville-Anderson, SC",45-00305
24860,Metro,"Greenville-Anderson, SC",45-00304
24860,Metro,"Greenville-Anderson, SC",45-00303
24860,Metro,"Greenville-Anderson, SC",45-00302
24860,Metro,"Greenville-Anderson, SC",45-00301
16700,Metro,"Charleston-North Charleston, SC",45-02301
16700,Metro,"Charleston-North Charleston, SC",45-02303
39300,Metro,"Providence-Warwick, RI-MA",44-00400
32820,Metro,"Memphis, TN-MS-AR",47-02502
28940,Metro,"Knoxville, TN",47-01503
28940,Metro,"Knoxville, TN",47-01502
28940,Metro,"Knoxville, TN",47-01501
28940,Metro,"Knoxville, TN",47-01700
34100,Metro,"Morristown, TN",47-01300
27740,Metro,"Johnson City, TN",47-01201
28700,Metro,"Kingsport-Bristol, TN-VA",47-01000
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-00501
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-00401
17300,Metro,"Clarksville, TN-KY",47-00302
17300,Metro,"Clarksville, TN-KY",47-00301
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-01900
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02001
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02002
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02003
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02101
43620,Metro,"Sioux Falls, SD",46-00601
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02102
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02200
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02401
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02402
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02403
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02404
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02405
34980,Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-02406
32820,Metro,"Memphis, TN-MS-AR",47-02501
34820,Metro,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",45-02702
34820,Metro,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",45-02701
22500,Metro,"Florence, SC",45-02500
24860,Metro,"Greenville-Anderson, SC",45-00201
39300,Metro,"Providence-Warwick, RI-MA",44-00300
38300,Metro,"Pittsburgh, PA",42-02013
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03223
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03221
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03216
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03117
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03116
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03115
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03114
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03113
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03112
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03111
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03015
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03014
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03013
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03012
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03011
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",42-02902
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",42-02901
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",42-02803
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",42-02802
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",42-02801
39740,Metro,"Reading, PA",42-02703
39740,Metro,"Reading, PA",42-02702
39740,Metro,"Reading, PA",42-02701
39060,Micro,"Pottsville, PA",42-02600
30140,Metro,"Lebanon, PA",42-02500
25420,Metro,"Harrisburg-Carlisle, PA",42-02402
25420,Metro,"Harrisburg-Carlisle, PA",42-02401
25420,Metro,"Harrisburg-Carlisle, PA",42-02302
25420,Metro,"Harrisburg-Carlisle, PA",42-02301
27780,Metro,"Johnstown, PA",42-02100
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03222
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03224
39300,Metro,"Providence-Warwick, RI-MA",44-00200
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03225
39300,Metro,"Providence-Warwick, RI-MA",44-00107
39300,Metro,"Providence-Warwick, RI-MA",44-00106
39300,Metro,"Providence-Warwick, RI-MA",44-00105
39300,Metro,"Providence-Warwick, RI-MA",44-00103
38300,Metro,"Pittsburgh, PA",42-04011
38300,Metro,"Pittsburgh, PA",42-03900
16540,Metro,"Chambersburg-Waynesboro, PA",42-03702
27180,Metro,"Jackson, TN",47-02800
49620,Metro,"York-Hanover, PA",42-03603
49620,Metro,"York-Hanover, PA",42-03602
49620,Metro,"York-Hanover, PA",42-03601
29540,Metro,"Lancaster, PA",42-03504
29540,Metro,"Lancaster, PA",42-03503
29540,Metro,"Lancaster, PA",42-03502
29540,Metro,"Lancaster, PA",42-03501
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03415
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03414
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03413
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03412
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03411
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03314
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03313
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03312
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03311
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03231
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03230
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03229
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03228
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42-03227
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02005
30620,Metro,"Lima, OH",39-02000
45780,Metro,"Toledo, OH",39-01800
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03309
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03307
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03306
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03305
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03304
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03303
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03302
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03301
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03212
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03211
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03210
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03209
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03208
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03207
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03206
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03205
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03204
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03203
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03202
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03201
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03114
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03113
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03112
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03111
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03110
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03103
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03102
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03003
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03002
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03001
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03308
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03310
39100,Metro,"Poughkeepsie-Newburgh-Middletown, NY",36-02902
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03311
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04307
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04306
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04305
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04304
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04303
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04302
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04301
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04263
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04221
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04212
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04211
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04210
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04209
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04208
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04207
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04205
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04204
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04165
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04121
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04112
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04111
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04110
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04109
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04108
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04107
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04104
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04103
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03313
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-03312
39100,Metro,"Poughkeepsie-Newburgh-Middletown, NY",36-02903
39100,Metro,"Poughkeepsie-Newburgh-Middletown, NY",36-02901
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",36-04309
40380,Metro,"Rochester, NY",36-00903
40380,Metro,"Rochester, NY",36-00901
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02505
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02506
45060,Metro,"Syracuse, NY",36-00703
45060,Metro,"Syracuse, NY",36-00702
45060,Metro,"Syracuse, NY",36-00701
45060,Metro,"Syracuse, NY",36-00600
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02507
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02508
46540,Metro,"Utica-Rome, NY",36-00402
46540,Metro,"Utica-Rome, NY",36-00401
24020,Metro,"Glens Falls, NY",36-00300
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02509
36300,Micro,"Ogdensburg-Massena, NY",36-00100
29740,Metro,"Las Cruces, NM",35-01002
29740,Metro,"Las Cruces, NM",35-01001
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02510
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02511
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02512
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02513
10740,Metro,"Albuquerque, NM",35-00706
10740,Metro,"Albuquerque, NM",35-00705
10740,Metro,"Albuquerque, NM",35-00704
10740,Metro,"Albuquerque, NM",35-00703
10740,Metro,"Albuquerque, NM",35-00702
10740,Metro,"Albuquerque, NM",35-00701
10740,Metro,"Albuquerque, NM",35-00600
42140,Metro,"Santa Fe, NM",35-00500
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02514
40380,Metro,"Rochester, NY",36-00902
40380,Metro,"Rochester, NY",36-00904
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02321
40380,Metro,"Rochester, NY",36-00905
39100,Metro,"Poughkeepsie-Newburgh-Middletown, NY",36-02804
39100,Metro,"Poughkeepsie-Newburgh-Middletown, NY",36-02803
28740,Metro,"Kingston, NY",36-02702
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02322
27460,Micro,"Jamestown-Dunkirk-Fredonia, NY",36-02600
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02400
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02501
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02502
19100,Metro,"Dallas-Fort Worth-Arlington, TX",48-02503
27060,Metro,"Ithaca, NY",36-02300
13780,Metro,"Binghamton, NY",36-02201
10580,Metro,"Albany-Schenectady-Troy, NY",36-02002
10580,Metro,"Albany-Schenectady-Troy, NY",36-02001
10580,Metro,"Albany-Schenectady-Troy, NY",36-01900
10580,Metro,"Albany-Schenectady-Troy, NY",36-01802
10580,Metro,"Albany-Schenectady-Troy, NY",36-01801
10580,Metro,"Albany-Schenectady-Troy, NY",36-01700
40380,Metro,"Rochester, NY",36-01300
15380,Metro,"Buffalo-Cheektowaga, NY",36-01207
15380,Metro,"Buffalo-Cheektowaga, NY",36-01206
15380,Metro,"Buffalo-Cheektowaga, NY",36-01205
15380,Metro,"Buffalo-Cheektowaga, NY",36-01204
15380,Metro,"Buffalo-Cheektowaga, NY",36-01203
15380,Metro,"Buffalo-Cheektowaga, NY",36-01202
15380,Metro,"Buffalo-Cheektowaga, NY",36-01201
15380,Metro,"Buffalo-Cheektowaga, NY",36-01102
15380,Metro,"Buffalo-Cheektowaga, NY",36-01101
